movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
I aionia epistrofi tou Antoni Paraskeva,Drama,Vivienne Beckenham,Benito McKimm,Fivechat,Russia,Bislama,5.9,3407775.08,39999.59,9/11/2015,10/3/2021
Tell It to the Marines,Comedy|Drama|Romance|War,Mersey Bear,Halimeda Prator,Roodel,Panama,Kannada,8.2,2108858.03,57190.85,3/12/2015,7/18/2024
Genevieve,Comedy,Ericka Winram,Joanna Crevy,Youopia,Portugal,"Greek, Modern (1453-)",3.4,1133972.09,77948.52,5/20/2004,12/17/2024
Haunted,Drama|Thriller,Alvis Twydell,Irwinn Kezar,Gigazoom,Bulgaria,Basque,4.7,3245011.31,76267.97,2/28/2011,11/24/2022
Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,Elna Enos,Andrei Hardison,Fadeo,China,Slovak,5.3,820147.51,12558.38,6/12/2016,6/20/2021
"Billy Blazes, Esq.",Comedy|Western,Lucy Heads,Arron Joust,Feednation,China,Kinyarwanda,6.0,7406639.42,38786.41,3/11/2012,7/16/2020
Mr. Thank You (Arigatô-san),Drama,Ferdinande Caldero,Ariela Kettridge,Dazzlesphere,Serbia,Norwegian,7.3,9168892.2,91551.96,4/30/2006,12/17/2020
Alice in Wonderland,Adventure|Comedy|Fantasy,Dorie Grinnell,Alyssa Pitsall,Divape,China,Sanskrit,9.6,5995598.18,24184.77,6/23/2024,1/20/2023
"Dog Problem, The",Comedy,Brod Brookes,Ximenez Storres,Realcube,Indonesia,Lingala,2.4,3598993.3,98962.66,7/28/2023,11/29/2025
Galaxy Express 999 (Ginga tetsudô Three-Nine),Adventure|Animation|Fantasy|Sci-Fi,Marcella Ramberg,Fawn Ruppel,Trilith,Costa Rica,Inuktitut,9.1,2125664.33,39317.52,11/8/2010,2/5/2022
Armageddon 2012,Sci-Fi,Nariko Leband,Wileen Fenne,Lazzy,Slovenia,Dutch,3.2,4980118.19,15073.47,4/19/2012,8/16/2021
Ghoulies II,Comedy|Horror,Paulette Labrenz,Ram Elstob,Quimba,Denmark,Ukrainian,3.2,7208572.92,44430.52,8/5/2015,11/23/2025
Home Room,Drama,Danyelle Cripwell,Gris Fidelli,Skimia,Russia,Malay,0.5,7947130.49,95360.7,6/13/2010,7/3/2025
"Woman Always Pays, The (Afgrunden) (Abyss, The)",Drama,Delilah Barts,Ilyssa Camellini,Tagchat,Poland,Tatar,4.1,6791161.3,14673.6,9/29/2010,2/19/2025
Cocktail,Drama|Romance,Yard Byre,Gil Arnaudin,Yodoo,China,Indonesian,9.9,3917940.35,55918.37,5/17/2024,10/22/2020
"Jitney Elopement, A",Comedy,Kristy Legrave,Jude Rospars,Browsetype,Iran,Chuvash,4.7,6530885.9,65455.92,3/9/2016,6/1/2022
Miss Bala,Action|Adventure|Drama|Thriller,Wernher Morrant,Ahmed Conichie,Quimba,China,Kongo,6.5,6284758.92,54676.94,4/30/2018,1/28/2022
Torture Garden,Horror,Rebecka Dunsleve,Jourdan Brighouse,Latz,Indonesia,Lingala,8.3,1520092.11,55145.81,3/29/2007,9/6/2021
Louis C.K.: Shameless,Comedy,Julietta Schade,Pascal Whate,Yoveo,Russia,Cree,4.9,5429052.01,18212.44,10/8/2006,10/3/2025
Wanda Sykes: Sick and Tired,Comedy|Documentary,Roy Dingle,Sande Bushill,Vipe,Morocco,Ewe,9.0,9693209.49,27479.14,12/2/2010,2/17/2021
Adam and Eve (Adão e Eva),Drama,Bartram Mcmanaman,Ursola de Wilde,Feedfire,China,Norwegian,7.0,1405637.92,37617.31,11/13/2008,8/8/2022
Paradise Canyon,Crime|Western,Rosalia Richardin,Portie Feldbaum,Photojam,Slovenia,Tsonga,9.9,6501583.77,13479.72,10/1/2009,1/20/2026
Superman IV: The Quest for Peace,Action|Adventure|Sci-Fi,Waylan Cooksley,Cristal Goodhand,Pixoboo,Indonesia,Sinhala,1.0,5707273.7,95654.6,4/25/2004,2/24/2025
Medium Cool,Drama|Romance,Francine Flewitt,Hubie Gulliman,Izio,Indonesia,Romansh,3.3,9817757.81,49360.01,4/15/2014,5/6/2024
10,Comedy|Romance,Noel Lawry,Kippie Barsby,Yakijo,Colombia,Hindi,3.1,6985834.94,21900.54,4/1/2019,6/18/2024
Penn & Teller Get Killed,Adventure|Comedy,Jaquenette Leet,Yorker Bartolomucci,Eire,Indonesia,Welsh,8.4,893297.83,62232.03,10/12/2005,11/16/2024
Tokyo!,Drama,Vittorio Varlow,Sile Di Frisco,Oyope,Sweden,Burmese,7.7,2611088.93,22750.77,3/12/2009,2/19/2022
"Monitor, The (Babycall)",Horror|Thriller,Orren Cicerone,Sabra Eberlein,Devpulse,Croatia,Chamorro,2.9,9355295.51,25706.86,6/8/2025,3/31/2020
"Diary for Timothy, A",Documentary,Pam Dunster,Ernie Pollard,Youspan,Brazil,Belarusian,8.4,4314309.84,72251.89,2/28/2006,7/23/2021
"Cottage, The",Comedy|Crime|Horror|Thriller,Saundra Paike,Trista Breem,Roombo,Indonesia,Guarani,7.0,1907863.05,64190.69,4/20/2019,2/2/2020
Legendary,Drama,Shanta Baltzar,Bunni Clowsley,Voomm,Portugal,Tonga (Tonga Islands),0.8,6759438.96,71421.0,3/31/2003,6/9/2024
Extreme Ops,Action|Adventure|Crime|Thriller,Kristoforo Waterstone,Bucky Lefever,Kazu,Philippines,Kazakh,5.7,9464020.46,18518.99,8/8/2008,6/13/2022
"House on the Edge of the Park, The (Casa sperduta nel parco, La)",Horror|Thriller,Roman Powelee,Gauthier Fewings,Vipe,Israel,Turkish,8.2,7013076.25,92529.24,12/20/2025,8/4/2022
Patrick,Horror|Sci-Fi|Thriller,Andrej Corryer,Helli Shacklady,Feedmix,France,Ossetian,9.0,8573541.87,84131.73,7/13/2003,2/26/2021
Counsellor at Law,Drama,Carline Moth,Allyson Wallege,Digitube,France,Faroese,0.7,7123934.09,86566.61,9/27/2025,2/6/2026
"Woman's Secret, A",Drama|Film-Noir|Mystery,Alphard Argue,Angelico Search,Oloo,Sweden,Norwegian Nynorsk,7.3,5127324.98,19087.3,6/22/2016,1/27/2024
G Men,Crime|Drama,Gwenore O'Teague,Candy Povlsen,Ooba,Russia,Nepali,4.6,3271181.35,35259.36,4/14/2021,10/26/2021
Mickey One,Crime|Drama,Skipp Conrad,Opaline Helliwell,Browsezoom,Philippines,Macedonian,6.0,5160584.05,46470.47,11/22/2022,11/16/2024
Life Back Then (Antoki no inochi),Drama|Romance,Appolonia Wanstall,Nell Senechell,Twitternation,Comoros,Finnish,4.5,6607039.77,93728.57,4/8/2019,9/29/2024
G.O.R.A.,Adventure|Comedy|Sci-Fi,Aaren Crighton,Allis Lob,Tanoodle,Indonesia,Tswana,8.1,4630598.61,51278.48,10/1/2015,6/11/2022
Grand Theft Parsons,Comedy|Drama,Robinetta Darville,Rheta Beville,Devify,Indonesia,Kashmiri,3.2,2054704.26,28743.71,5/24/2018,4/13/2025
Dark Tide,Adventure|Drama|Thriller,Lissi Bullon,Robbert Sharma,Bluezoom,Indonesia,Armenian,8.6,8672455.17,46424.72,2/7/2025,9/10/2025
"Groundstar Conspiracy, The",Action|Crime|Mystery|Romance|Sci-Fi|Thriller,Lottie Creenan,Herold Bollini,Thoughtbridge,Japan,Ido,8.9,7324562.57,18780.84,8/24/2013,1/19/2026
Hui Buh: The Castle Ghost,Adventure|Comedy|Fantasy,Leland Whithalgh,Loretta Pandey,Photobean,Sierra Leone,Breton,5.5,660208.15,88949.75,10/5/2021,4/23/2023
"See You in Hell, My Darling (Tha se do stin Kolasi, agapi mou)",Crime|Horror|Thriller,Curry Swinfen,Daffie Simper,Riffpath,China,Norwegian Nynorsk,6.2,3580528.62,79551.34,5/9/2008,6/12/2025
The Well,Drama|Film-Noir|Thriller,Bobbie Slimme,Jennifer Lucks,Photobug,China,Albanian,7.7,4385273.31,80496.85,9/1/2014,10/8/2025
Princess O'Rourke,Comedy|Romance,Antons Schnitter,Rhianon Wagner,Yabox,Indonesia,Rundi,4.0,1263467.17,85758.14,3/28/2016,6/20/2022
Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',Documentary,Annaliese Slate,Emlynn Mackro,Digitube,Bangladesh,Bashkir,1.8,7213289.96,58354.56,9/19/2010,9/8/2023
Big Girls Don't Cry... They Get Even (Stepkids),Comedy,Omar Waplington,Hillyer Zavattieri,Zoozzy,Russia,Yoruba,2.8,8006819.83,15628.46,12/28/2012,12/17/2023
Badman's Country,Western,Millie Schulter,Justis Leaves,Youbridge,Philippines,Central Khmer,5.2,5197662.87,54591.12,9/27/2011,5/19/2022
"When I Grow Up, I'll Be a Kangaroo (Kad porastem bicu Kengur)",Comedy,Geordie Egle,Rhona Jedryka,Rhycero,Greece,Hebrew,4.9,8729107.25,98697.52,4/22/2009,2/9/2023
"Roaring Twenties, The",Crime|Drama|Thriller,Ignatius Eliasen,Anna Sollitt,Yakijo,Philippines,Kanuri,1.6,6206347.88,42838.91,5/16/2000,10/27/2025
Dominion Tank Police (Dominion),Action|Animation|Comedy|Sci-Fi,Starlene Bicheno,Brew Cordobes,Linkbuzz,France,Sango,4.5,6796232.02,33436.36,3/31/2016,1/2/2023
Joan of Paris,Drama|Romance|War,Vin Fromont,Cornall Blasing,Gabcube,Poland,Japanese,2.1,5476082.04,43698.03,10/7/2021,7/1/2024
Return of the Living Dead: Rave to the Grave,Comedy|Horror,Merrel Haythornthwaite,Renado Radley,Zava,Indonesia,Tagalog,2.5,8693129.15,95906.71,9/11/2019,7/30/2021
I'll Be Seeing You,Drama,Aubry Blazewski,Rayshell Buckleigh,Tagpad,Germany,Armenian,2.9,1944020.21,93818.96,1/4/2009,8/12/2021
Orders Signed in White,(no genres listed),Gaylor Quartly,Ody Bridle,Twitterwire,Philippines,Irish,9.7,327701.39,41992.66,10/8/2025,6/13/2020
Final: The Rapture,Thriller,Heriberto Morales,Jakie Nanetti,Linktype,Bosnia and Herzegovina,Latin,0.5,6868098.3,72811.55,11/1/2024,10/26/2022
"Slugger's Wife, The",Comedy|Romance,Dav Medd,Neilla Stickings,Yombu,Indonesia,Finnish,8.0,3474032.04,57286.01,12/14/2010,5/6/2022
Descent,Drama|Thriller,Judd Thys,Tessa Bartley,Muxo,China,Icelandic,5.4,4838876.0,65469.31,8/11/2000,8/10/2020
"Adversary, The (L'adversaire)",Crime|Drama|Mystery|Thriller,Sapphira Dillinton,Thatch Firmage,Meembee,Czech Republic,Icelandic,8.0,1396785.58,21023.53,2/16/2015,8/28/2024
Pure Country,Drama|Musical|Romance,Montgomery Ewbank,Marylynne Downgate,Flashset,Indonesia,Slovenian,0.9,405088.66,53397.67,7/20/2020,2/5/2020
"Divorcee, The",Drama|Romance,Desiree Roddam,Garret Tucsell,Youtags,Myanmar,Maltese,3.8,317781.65,51879.74,6/23/2023,4/12/2025
Tooth Fairy 2,Children|Comedy,Sileas Puller,Susi Gwinn,Devbug,China,Kurdish,6.7,8198953.97,64338.95,10/8/2006,7/25/2021
4:44 Last Day on Earth,Drama|Fantasy|Sci-Fi,Brittany Wingate,Ania Durman,Blogtag,Sweden,Burmese,8.2,731380.58,36048.41,2/6/2009,4/25/2024
"Shine of Rainbows, A",Drama,Teresina Tumelty,Corette Januszewski,Katz,Iran,Interlingue,4.3,111826.4,45061.86,10/3/2004,11/5/2021
Che: Part One,Drama|War,Gerrilee Scones,Abel Sotworth,Yata,Ireland,Kannada,4.9,8908120.94,63886.64,9/3/2013,1/17/2026
Sightseers,Comedy,Timoteo Selly,Rakel Yushkov,Meevee,Poland,Dutch,8.0,8376419.36,56149.82,10/2/2007,1/5/2026
Jam,Drama,Brandyn Oehm,Wallache Bewsy,Centidel,Russia,Church Slavic,9.8,1527006.55,77377.91,2/19/2022,4/4/2023
Century,Drama,Lib Logesdale,Rosemarie Annott,Pixope,Brazil,Portuguese,2.6,5324619.09,77878.58,10/7/2010,10/13/2021
Christmas in August (Palwolui Christmas),Drama|Romance,Mair Uvedale,Ollie Windsor,Gabtune,Indonesia,Dzongkha,6.0,4137040.27,44778.14,11/1/2014,6/17/2020
10 minutes (10 minuta),Drama|War,Marybeth Cudd,Starr Maystone,Devify,Japan,Uzbek,0.2,7586088.93,50140.45,9/2/2010,9/7/2024
Addicted to Plastic,Documentary,Erica Ornelas,Goober McCard,Yodoo,Indonesia,Hausa,0.8,9130690.6,12278.88,1/14/2008,4/20/2020
Hawaii,Drama,Jemmy O'Connolly,Norah Knevet,Buzzbean,China,Nepali,6.7,3991442.86,70236.06,12/5/2008,1/17/2024
"Butcher's Wife, The",Comedy|Romance,Judas Ardling,Omar Muscroft,Avaveo,Iran,Interlingue,5.3,6355898.29,20545.97,5/26/2021,1/29/2022
"Prince & Me II: The Royal Wedding, The",Comedy|Romance,Jimmy Duesberry,Tudor Van der Mark,Photojam,Brazil,Lithuanian,7.8,6591236.46,48052.47,1/25/2019,7/13/2020
Smokin' Aces 2: Assassins' Ball,Action,Jessalin Pettko,Corby Damato,Zoovu,China,Norwegian Nynorsk,8.7,268162.93,75745.37,8/8/2024,8/8/2023
Amazing Johnathan: Wrong on Every Level,Comedy,Sascha Leall,Bertina Maguire,Nlounge,Indonesia,Bashkir,8.9,8507703.79,77306.22,11/23/2022,10/22/2024
My Stars (Mes stars et moi),Comedy,Baudoin Oughton,Yorgo Pauler,Gabvine,Colombia,Zulu,0.5,2284650.25,47995.31,9/7/2017,7/13/2024
"Fighting Seabees, The",Action|Drama|War,Eberto Trigg,Sheelah McElhargy,Janyx,Ethiopia,Slovenian,8.1,4539164.77,37984.8,1/31/2009,3/10/2022
You Are God (Jestes Bogiem),Drama,Shani Izhak,Eugenia Mackilpatrick,Camimbo,Poland,Ido,1.0,8867188.49,55920.54,7/18/2023,10/7/2021
Joan of Arc,Action|Drama|War,Melinde Rawlyns,Henri Carrodus,Wikizz,Peru,Akan,0.7,5129736.28,75866.72,10/20/2024,4/20/2023
Blue Spring (Aoi haru),Drama,Roland Orpen,Reidar Tille,Buzzster,Indonesia,Chichewa,8.0,8972382.91,38809.17,2/21/2021,1/16/2026
"Proud and the Beautiful, The (Orgueilleux, Les) (Proud Ones, The)",Drama,Derril Pointin,Carlina Malpass,Gabtype,Panama,Xhosa,0.8,9517194.96,25655.8,5/9/2000,10/16/2024
Design for Scandal,Comedy|Romance,Brynn Heinke,Blake Towey,Skimia,Poland,Nepali,9.8,1110512.02,20231.56,7/23/2013,6/15/2022
Love Is News,Comedy|Romance,Yoko Vandenhoff,Clare Barbara,Vinte,Cuba,Japanese,1.9,2917450.64,59018.45,8/13/2025,3/15/2021
Rage in Heaven,Drama|Thriller,Lynnett Timbs,Gwen McGroarty,Jabbercube,China,Interlingue,3.8,5715493.29,22646.91,10/13/2009,2/3/2024
United States of Secrets (Part One): The Program,Documentary,Shaun Dufore,Waverly Trumble,Tambee,Ukraine,Azerbaijani,3.4,913856.59,14855.13,12/13/2005,4/26/2021
Space Chimps,Adventure|Animation|Comedy,Giuditta Dallmann,Petronella Tonner,Fivechat,Peru,Fijian,7.7,5106237.8,97260.49,9/25/2025,8/10/2022
Your Sister's Sister,Comedy|Drama,Marjy Abbot,Lenette Sifleet,Edgeclub,Indonesia,Polish,7.7,1439197.06,16432.4,11/19/2018,7/27/2024
Vampire in Brooklyn,Comedy|Horror|Romance,Reinaldo Casham,Brittany Scougal,Topdrive,Russia,Malayalam,0.2,4405966.06,27156.83,1/12/2025,5/13/2022
Meet the Deedles,Children|Comedy,Barny Nissle,Charlene Drover,Lazz,Colombia,Bislama,5.7,4181302.12,63426.43,12/16/2003,10/1/2020
Surf's Up,Animation|Children|Comedy,Eleanor Chessil,Silvester Rampley,Yamia,Russia,Limburgan,9.4,7140735.65,68881.97,9/6/2006,10/25/2020
Hang 'Em High,Crime|Drama|Western,Kristy Buscher,Tabitha Daintith,Meezzy,China,Ganda,5.2,420200.92,17729.67,11/6/2008,9/17/2023
Vivere,Drama|Romance,May Woolhouse,Kalinda Gaythwaite,Oba,China,Haitian,8.0,5843000.17,25953.29,7/15/2005,1/17/2021
"Substitute, The",Drama|Thriller,Shayne Bosman,Salomi Yukhnevich,Linkbuzz,China,Kikuyu,6.7,9777885.44,58204.02,12/21/2008,1/1/2025
The Magnet,Comedy,Dode Dautry,Frasier Wixey,Einti,China,"Ndebele, North",0.9,445344.17,10553.84,5/14/2024,2/5/2022
"Arbor, The",Documentary,Fania Robottom,Darn Parrott,Mita,China,Occitan (post 1500),8.3,2625495.73,33139.04,7/2/2003,9/12/2023
Deliver Us from Evil,Crime|Horror|Thriller,Vin Armes,Laurens Nelson,Wordpedia,Indonesia,Latin,4.1,7531971.66,31884.22,8/8/2006,12/25/2025
Dust to Glory,Action|Adventure|Documentary,Joya Hamon,Laney Butts,Dabtype,Albania,Luxembourgish,9.0,5187311.68,50681.2,1/4/2016,4/24/2026
"Hollywood Complex, The",Documentary,Ardyth Blythin,Everard Yelyashev,Dabfeed,Sweden,Norwegian Nynorsk,8.8,2035409.5,24195.19,11/13/2010,4/28/2024
Mr. Nice Guy (Yat goh ho yan),Action|Comedy,Aleen Hurworth,Chelsy Breit,Twiyo,China,Sindhi,3.4,4636134.19,46927.14,12/16/2018,12/21/2021
Kauwboy,Drama,Melamie Frensche,Madeleine Gianullo,Reallinks,Indonesia,Burmese,7.3,8738491.09,54085.36,4/8/2017,12/27/2022
Just Like Heaven,Comedy|Fantasy|Romance,Carleen Bygate,Rutherford Guidetti,Trudoo,Indonesia,Estonian,9.0,1521191.81,74712.37,2/19/2026,2/10/2021
"Last Chance: Diary of Comedians, The (Bokutachi no koukan nikki)",Comedy|Drama,Hillard Clorley,Pammi Huscroft,Voonix,China,Hausa,2.7,3969743.41,97651.3,5/22/2008,11/16/2022
"Castaway Cowboy, The",Comedy|Western,Brianne Larter,Ronni Wareham,Kwimbee,Indonesia,Northern Sami,2.8,9331201.81,93609.37,10/18/2019,12/26/2021
Final Fantasy VII: Advent Children,Action|Adventure|Animation|Fantasy|Sci-Fi,Alano Janway,Kalil MacCarter,Zoomcast,Philippines,Danish,0.5,6683641.04,70703.58,11/12/2010,3/14/2024
Ménage (Tenue de soirée),Comedy|Drama,Pietra Lay,Frasier Westall,Skipfire,Indonesia,Nepali,7.4,2759818.19,84359.02,7/27/2009,12/16/2023
That Was Then... This Is Now,Drama,Joyan Dumbare,Micah Seddon,Leexo,Sweden,Kanuri,5.0,3757367.35,24697.19,3/18/2015,3/26/2023
Times and Winds (Bes vakit),Drama,Kristen Yurov,Elena Helkin,Vitz,China,Pushto,1.2,8498538.02,71471.72,9/21/2022,9/19/2025
Here on Earth,Drama|Romance,Aurthur Rangeley,Laetitia Pincked,Janyx,Portugal,Oromo,6.2,2991233.15,53636.05,6/27/2014,4/26/2022
And the Pursuit of Happiness (La poursuite du bonheur),Documentary,Esmaria Byfield,Saloma Balint,Zoonoodle,China,"Greek, Modern (1453-)",6.7,5517537.89,75327.25,7/18/2019,3/2/2020
Lovers of Hate,Comedy,Cherlyn Dabrowski,Jo ann Lacknor,Oyoba,Colombia,Indonesian,2.0,261900.98,54305.07,7/29/2012,12/10/2023
"I Am My Films - A Portrait of Werner Herzog (Was ich bin, sind meine Filme)",Documentary,Colin Aplin,Adrianna Gatheral,Jabberbean,Sweden,Catalan,10.0,3816474.78,65865.87,2/10/2011,5/18/2021
"Haunted Castle, The (Hiroku kaibyô-den)",Horror,Fabe Chalcraft,Reggi Lis,Photojam,Poland,Italian,7.0,2001449.11,95022.48,5/29/2007,4/10/2021
Crash,Crime|Drama,Wilbur Simeonov,Archibald Ilyushkin,Kare,Ukraine,Divehi,5.5,8317281.85,56215.66,8/17/2005,4/8/2020
Ed and His Dead Mother,Comedy|Horror,Octavia MacKenzie,Car Happel,Avaveo,Portugal,Kazakh,1.1,4123954.18,36543.27,8/21/2020,2/9/2024
Bulletproof,Action|Comedy|Crime,Rayner Renwick,Sherie Andrea,JumpXS,Portugal,Somali,8.3,8368940.03,59394.57,10/7/2000,10/24/2020
Where the Rivers Flow North,Drama,Juliette Novotne,Deeann Obey,Youfeed,Albania,Kalaallisut,4.6,4373906.65,80710.5,3/10/2006,1/2/2020
Evelyn,Drama,Tiler Euston,Arabele Grigg,Skimia,Argentina,Aragonese,7.0,2649376.34,44914.91,8/19/2022,1/29/2021
Kagerô-za,Fantasy|Romance|Thriller,Saudra Talboy,Muriel Tofanini,Jabbersphere,Vietnam,Uighur,2.8,3088660.49,61109.21,8/22/2000,4/9/2023
Les modèles de 'Pickpocket',Documentary,Kesley Wallbutton,Betteanne Terris,Devpulse,Indonesia,Cree,9.3,2188059.14,34957.7,10/13/2019,4/5/2026
"Green Mile, The",Crime|Drama,Isidore Willock,Aloysia Corsan,Brainverse,China,Kongo,7.0,9631910.17,30349.03,12/20/2022,6/2/2025
"Maradona, the Hand of God (Maradona, la mano di Dio)",Drama,Roxanne Crampton,Frants Stitwell,Yambee,Russia,Latvian,5.9,9995266.14,99192.98,10/12/2011,8/1/2023
Far Out Isn't Far Enough: The Tomi Ungerer Story,Documentary,Karen Doudney,Avigdor Cassidy,Riffwire,Ukraine,Turkmen,6.5,245521.6,68346.77,7/16/2000,8/21/2025
Jimmy's Hall,Drama,Margery Rook,Fay Ethelston,Zoombox,Morocco,Esperanto,9.0,5247172.27,25456.26,3/7/2014,12/5/2020
"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,Ivett Conigsby,Garrott Burdess,Omba,China,Sinhala,7.7,2917489.81,41805.57,10/20/2007,8/6/2023
How Do You Know,Comedy|Drama|Romance,Cchaddie Souster,Nell Farish,Wordpedia,Japan,Marshallese,2.5,2045621.01,92321.32,9/20/2014,5/4/2022
Zindagi Na Milegi Dobara,Adventure|Comedy|Drama|Romance,Sibel Thynn,Wylma Mattes,Devpulse,Colombia,German,5.1,9168215.89,63751.56,1/21/2016,9/1/2022
Kahlekuningas,Comedy|Drama,Frans Aylesbury,Conant Willan,Flashset,China,Breton,0.4,2688039.99,13431.09,3/27/2001,8/25/2020
Mother Night,Drama,Maison Galgey,Demetrius Campkin,Miboo,Philippines,Cree,0.8,5825309.33,12607.77,12/22/2006,4/19/2024
Drömkåken,Comedy,Brewster Dench,Lucienne Puttrell,Latz,Costa Rica,Aragonese,8.2,9718058.25,38416.05,3/4/2011,12/25/2020
"Ultramarathon Man: 50 Marathons, 50 States, 50 Days",Documentary,Ardine Dalla,Zaccaria Shemmin,Kwideo,Gambia,Persian,3.9,7196942.33,62450.78,11/6/2018,10/29/2021
Romeo Is Bleeding,Crime|Thriller,Rivy Phipard-Shears,Christalle Brewett,Janyx,Russia,Hungarian,4.4,4922880.69,33138.92,11/9/2015,4/5/2023
Two Weeks in Another Town,Drama,Cherilyn Stairs,Marci Lampett,Edgetag,Jordan,Tamil,0.2,2221609.85,42751.23,3/7/2007,4/5/2023
Man to Man,Drama,Pier Gillinghams,Pearline Spurden,Meemm,Czech Republic,Panjabi,7.3,1640364.32,49071.02,7/20/2006,1/18/2020
The Valley of Gwangi,Sci-Fi|Thriller|Western,Darice Jermin,Sada Anand,Kimia,United States,Tahitian,3.6,1430782.85,16272.68,10/25/2025,7/31/2020
Titicut Follies,Documentary|Drama,Gibbie Stansbury,Maxine Latchmore,Jabbersphere,France,Albanian,1.5,1670792.6,15723.16,2/15/2000,1/10/2026
Coming Home (Gui lai),Drama,Anica Pearle,Lotti Pichmann,Skajo,Russia,Limburgan,8.0,3450410.05,18498.97,1/30/2000,10/23/2025
"Sorrow and the Pity, The (Le chagrin et la pitié)",Documentary|War,Fran Giblin,Vitoria Sergent,Gabtune,Chile,Armenian,3.3,6213111.77,30426.77,12/23/2014,2/11/2026
All American Chump,Comedy,Igor Sarchwell,Larine Dwerryhouse,Mynte,Poland,Latvian,7.8,586703.83,81777.9,1/2/2005,12/23/2023
"Secret, The",Drama|Romance,Vin Berlin,Ulrika Fosher,Jamia,China,Kalaallisut,5.9,7858901.3,66133.94,6/2/2014,5/15/2022
Walt & El Grupo,Documentary,Kahaleel Rippingale,Rupert Maier,Pixonyx,China,Hausa,3.0,6159704.29,96123.08,9/2/2016,11/21/2025
A Christmas Kiss,Romance,Wolfie Flann,Kellyann Sulley,Zooxo,China,Turkmen,1.4,8903467.12,87739.69,1/4/2012,12/10/2024
"Polar Bear King, The (Kvitebjørn Kong Valemon)",Adventure|Children|Fantasy,Jordana Abadam,Erena Kleisel,Zooveo,Zimbabwe,Javanese,5.1,9584779.35,29672.74,12/31/2025,11/28/2021
"Creature from the Black Lagoon, The",Adventure|Horror|Sci-Fi,Cirstoforo Lampart,Wendell Wathan,Youtags,Malaysia,Tsonga,2.5,7896229.1,72536.13,5/11/2006,7/1/2025
Nothing,Comedy|Fantasy|Mystery|Sci-Fi,Nealon Rickell,Hanson Birkenhead,Eabox,United States,Igbo,8.7,6913747.88,95129.52,7/6/2021,8/1/2024
Best in Show,Comedy,Solly Molloy,Margarita Irons,Jamia,Sweden,Aragonese,4.7,4211791.18,29970.28,12/18/2006,4/27/2022
Ping Pong,Documentary,Benedicta Skone,Hamil Wardle,Dabfeed,Argentina,Indonesian,9.6,1667168.43,43422.58,5/27/2012,7/29/2020
"Boy, Did I Get a Wrong Number!",Comedy,Paulo Allardyce,Bastien Wannan,Bubblebox,Russia,Finnish,6.1,1289529.82,78418.67,7/25/2008,7/24/2020
Red Lights,Drama|Mystery|Thriller,Eleanore Bruneau,Ephrayim Brader,Jetpulse,Indonesia,Dzongkha,8.1,7837340.21,10205.21,4/11/2010,3/25/2020
First Daughter,Comedy|Romance|Thriller,Persis Risen,Christa Yepiskov,Yata,Jordan,Ojibwa,7.9,5943324.7,38769.97,2/25/2016,1/2/2022
Inside Daisy Clover,Drama,Julie Minall,Waldon Pitbladdo,Gabvine,China,Russian,8.9,8831158.72,91879.23,10/23/2000,9/22/2020
Punisher: War Zone,Action|Crime|Drama|Thriller,Yolanda Olivie,Delinda Halls,Oyondu,Egypt,Akan,8.8,6791006.48,84961.82,6/18/2025,9/19/2020
Out of Bounds,Drama,Brucie Callander,Stevy Eyden,Kayveo,Bolivia,Ojibwa,2.5,8209753.11,52360.16,3/28/2006,3/30/2020
Doctor Dolittle,Adventure|Children|Musical,Lizzy Sangar,Stepha Rust,Dynava,Portugal,French,2.6,6175570.92,88859.11,4/15/2014,11/21/2021
Urban Legends: Final Cut,Horror,Bev Wadlow,Jaquenetta Robker,Kwilith,Bangladesh,Afrikaans,2.7,8148512.65,87287.91,4/26/2005,3/19/2022
Crazy in Alabama,Comedy|Drama,Alana Quail,Tierney Paine,Innojam,Nepal,Inupiaq,0.1,2825976.78,61685.66,4/14/2012,3/16/2022
Nico Icon,Documentary,Brittany Giacovetti,Loraine Bras,Layo,Portugal,Corsican,4.5,8725497.47,97313.14,3/14/2023,4/23/2026
Night of the Living Dorks,Comedy|Horror,Kaile Jurges,Sutherland Bowart,Skimia,Japan,Norwegian Nynorsk,8.6,8075056.53,58202.48,11/4/2006,6/3/2025
"Guard, The",Comedy|Crime,Rupert Saunt,Dee MacAirt,Twimm,Nigeria,Xhosa,7.3,2254762.07,99510.09,9/6/2013,4/20/2021
Oyster Farmer,Drama,Arturo Yannikov,Lucilia Mapes,Buzzshare,Estonia,Cornish,9.0,437992.01,95828.59,12/23/2015,8/13/2021
Die Fighting,Action|Thriller,Tamiko Lemon,Skipper Tolland,Roombo,China,Divehi,9.2,9529467.61,41657.3,10/26/2023,12/6/2022
Lymelife,Comedy|Drama,Sol Trembath,Birdie Durnall,Twitterworks,China,Tatar,2.2,8939248.28,91072.06,12/18/2023,6/18/2023
"George Lopez: Tall, Dark & Chicano",Comedy,Rana Arrigo,Chip Pelosi,Tavu,China,Chechen,8.4,6550948.05,45988.24,7/14/2021,1/24/2025
