movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Passport to Pimlico,Sci-Fi,Tani Boldra,Madalena Dripp,Fivechat,Indonesia,Burmese,9.3,7097882.43,879000.41,10/27/2016,9/15/2018
Toto le héros,Fantasy,Melisenda Rainon,Haskell Tamburo,Trudoo,Philippines,Chinese,0.2,5950706.0,543775.92,11/30/2021,3/1/2018
127 Hours,Fantasy,Jacquie Chasemoore,Jordain Evason,Photobug,China,Tigrinya,5.9,4974657.35,776198.05,8/29/2019,7/21/2018
Touch the Sound: A Sound Journey with Evelyn Glennie,Adventure,Maurice Hinsch,Harry Dollin,Feedfish,China,Afrikaans,9.7,1429471.15,992049.45,11/5/2018,3/3/2021
"Fever in the Blood, A",Crime,Joaquin Rolfini,Alejandro Dymidowski,Devcast,Canada,Avestan,4.7,232771.73,762351.47,7/17/2021,9/30/2025
Dead Genesis,Romance,Bondy Beminster,Rebbecca Purches,Quatz,China,Irish,8.5,4836620.06,861284.57,1/16/2024,10/12/2025
Guess Who,Action,Hedy Lintin,Camellia McIntee,Midel,Guatemala,Hindi,8.8,467630.84,716972.54,10/18/2016,10/4/2025
Personal Velocity,Action,Forester Casa,Sonya Leander,Brainsphere,Portugal,Tagalog,3.6,4001605.79,428362.81,1/21/2025,3/14/2019
Tortured,Crime,Brewster Blaxall,Dwayne Sturridge,Blogspan,Russia,Finnish,8.9,6387284.48,877291.92,3/11/2025,9/13/2017
The Last Station,Adventure,Arny Phillimore,Dorri McGooch,Trunyx,Indonesia,Kikuyu,0.6,385038.81,630017.41,4/1/2023,9/1/2019
Dead Air,Crime,Cherri Smidmoor,Bordie Ferronier,Skipfire,Indonesia,Tsonga,5.5,8684097.85,449573.62,11/26/2024,9/20/2021
Jönssonligan & den svarta diamanten,Horror,Wendy Illesley,Maximilian Zohrer,Realbridge,Indonesia,Ewe,2.7,8622591.62,169351.94,11/2/2023,8/25/2022
Passeio com Johnny Guitar,Crime,Isador Chanson,Trevar Grigoliis,Yamia,Portugal,Armenian,8.7,7859046.08,635103.1,9/21/2019,4/22/2019
Pharaoh's Army,Drama,Aldo Godbold,Glenna Portingale,Talane,Sweden,Lingala,8.6,5749225.24,88191.68,1/1/2021,6/9/2023
Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard),Horror,Serena Maymand,Alistair Bagehot,Voonyx,Czech Republic,Divehi,0.4,6703397.04,756496.81,2/21/2016,10/4/2024
20 Seconds of Joy,Drama,Kitti Gatrill,Roxana Adnams,Wikizz,Yemen,Limburgan,4.3,6377969.39,472550.55,1/12/2021,7/29/2016
Bionicle: The Legend Reborn,Horror,Ottilie Jeffray,Essy Waldock,Kamba,Morocco,Czech,2.3,2929140.41,846426.56,11/22/2019,10/6/2020
It Started with Eve,Fantasy,Glori Mation,Aurelia Gueny,Eidel,Greece,Fulah,9.8,165537.33,613966.33,7/22/2019,9/2/2019
Wind with the Gone (El viento se llevó lo qué),Fantasy,Meaghan Amesbury,Christiana Dickens,Zoombox,Morocco,Irish,5.8,6123888.18,926240.07,2/2/2017,2/1/2016
Lilian's Story,Sci-Fi,Monro Pilkington,Trescha Caldairou,Mita,Indonesia,Wolof,3.5,714798.93,90601.77,7/1/2022,2/24/2023
Some Guy Who Kills People,Action,Marylee Trematick,Bobine Robert,Realbridge,Pakistan,Cornish,2.5,1761985.66,792314.1,12/27/2022,2/13/2018
"Scenesters, The",Action,Delilah Reagan,Clarisse Daymont,Skilith,Vietnam,Ndonga,4.9,4226185.35,720601.59,3/21/2019,12/27/2017
Inspector Gadget,Action,Donavon Tanti,Rici Meeson,Jabbersphere,Japan,Inuktitut,3.5,8864675.09,108982.4,9/17/2023,8/5/2024
"Rack, The",Horror,Arnold Abdie,Bennie Vause,Vidoo,Indonesia,Thai,0.6,1359477.18,759082.24,4/21/2025,7/9/2015
"Caine Mutiny, The",Comedy,Domenico Pagitt,Arlie Seif,Feednation,Belarus,Kurdish,9.5,3625837.53,50288.1,5/6/2024,9/21/2015
Angel's Leap,Comedy,Clarita Stebbing,Norean McMichan,Zoombeat,Japan,Korean,1.3,4491627.03,723415.16,4/4/2020,1/14/2015
Nashville,Action,Cherilyn Laverty,Carlyn Nano,Gabtype,Czech Republic,Cornish,6.8,3179625.13,683232.64,9/17/2024,10/16/2018
"Other Side of the Bed, The (Otro lado de la cama, El)",Sci-Fi,Cammi Girardi,Charla McFarlane,Yadel,Colombia,Indonesian,4.2,4328663.23,573571.76,4/3/2015,5/21/2024
"Moon Warriors, The (Zhan shen chuan shuo)",Comedy,Ann Paydon,Tomasine Mordon,Blogtag,China,Chuvash,4.2,7466868.8,723130.45,9/23/2025,9/6/2020
Emotion,Comedy,Aleece Merrington,Winnie Bolsover,Zoomzone,China,Belarusian,6.7,5046763.75,838971.39,3/20/2023,2/1/2015
Devdas,Thriller,Anita Ovise,Lock Portriss,Oyoloo,Portugal,Kalaallisut,0.8,4528098.01,935185.01,12/16/2024,11/30/2023
"Norte, El",Romance,Westbrook Avesque,Antoni Liffey,Yadel,Russia,Guarani,3.5,5036129.04,275871.3,4/13/2019,10/14/2016
"Unforgiven, The",Fantasy,Miguel Cleaves,Emmie Kilfeather,Vinte,Israel,Ganda,8.5,6407244.35,180872.57,7/20/2019,4/4/2018
Car Wash,Horror,Lizzie Gokes,Walther Rout,Rhycero,Poland,Gaelic,10.0,1439563.03,985176.44,2/15/2017,7/31/2025
Unstoppable,Adventure,Korrie Pessold,Nanny Mennithorp,Kwideo,Indonesia,Xhosa,4.0,6557681.13,149254.97,7/28/2019,10/18/2024
Doctor Zhivago,Sci-Fi,Pren Pretswell,Roseann Fraser,Pixope,Ukraine,Belarusian,1.9,7498369.06,87144.81,9/26/2017,12/25/2024
Ward 13,Romance,Gearard Malthouse,Irene Hammon,Twitternation,Indonesia,Guarani,5.6,4335682.03,139392.31,10/2/2018,12/21/2018
"Arrival of a Train, The",Fantasy,Willa Cowtherd,Lew Benedek,Zoomlounge,Argentina,"Greek, Modern (1453-)",0.3,334895.44,924820.18,11/10/2016,7/17/2016
Ernest in the Army,Horror,Eden Erlam,Roxana Menichini,Gigazoom,Portugal,Chichewa,7.0,5260267.17,215455.82,12/9/2019,8/12/2020
"Jerky Boys, The",Thriller,Dalenna Lukianovich,Sherye Bladon,Digitube,Philippines,Oriya,7.6,4984788.5,410165.32,5/10/2019,6/14/2023
Diamond Girl,Horror,Ursala Spyer,Maris Van Bruggen,Skimia,France,Basque,7.4,6522823.1,156772.37,4/21/2016,8/7/2019
Snipes,Adventure,Idalina Fullard,Waylin Fidock,Fanoodle,China,Tigrinya,4.5,4395283.3,576326.46,9/14/2016,10/16/2019
How Much Wood Would a Woodchuck Chuck (Beobachtungen zu einer neuen Sprache),Action,Mindy Loffel,Dreddy Bowditch,Feedbug,China,Shona,1.8,4211163.11,212776.13,1/17/2015,4/6/2019
Mystery Road,Adventure,Franklin de Aguirre,Hildegarde Cardon,Blognation,Greece,Xhosa,6.8,436806.28,166030.24,4/24/2025,9/1/2015
From Hell It Came,Sci-Fi,Rourke Beton,Johnnie Blazewski,Gigaclub,Brazil,Catalan,6.8,7766364.5,697148.53,7/8/2024,12/18/2018
"Deluge, The (Potop)",Adventure,Desmond Stairmand,Lolita Dellenbrook,Wikivu,Bangladesh,"Sotho, Southern",9.8,9022880.35,362342.52,2/14/2018,3/15/2021
Scooby-Doo! WrestleMania Mystery,Crime,Forster Gardiner,Novelia Dosedale,Geba,Russia,Finnish,6.6,5223944.33,633396.19,2/16/2023,11/21/2019
Crazy Mama,Sci-Fi,Costa Hellwig,Sig Reardon,Flipopia,South Africa,Tahitian,1.5,5677309.98,668246.41,9/8/2019,11/10/2022
Advance to the Rear,Horror,Jami Moorrud,Malcolm McCourtie,Vipe,Mozambique,Galician,5.1,4992350.92,704545.59,9/6/2020,5/26/2017
"Last King of Scotland, The",Comedy,Frederik Isselee,Dedra Thulborn,Riffpath,Indonesia,Malayalam,8.3,2198425.22,707867.03,4/3/2025,4/28/2015
"Heirloom, The (Zhai Ban)",Romance,Natty Bassingden,Michail Arnaez,Kwilith,Poland,Panjabi,5.8,7430182.7,320983.28,11/7/2015,3/25/2024
Kaleidoscope,Horror,Augustus Radnedge,Hagen Bourdice,Quatz,Portugal,Oriya,1.6,2950955.34,940700.76,2/20/2016,1/14/2018
Monkey Shines,Adventure,Winny Skeggs,Xymenes Sahlstrom,Centimia,Indonesia,Bashkir,2.8,4210144.37,522193.18,7/15/2025,8/18/2023
Popeye,Romance,Dorella Condie,Zea Puckett,Fanoodle,Indonesia,Inupiaq,4.6,6689415.29,503247.67,1/19/2020,2/12/2018
Fed Up,Action,Marwin Carbin,Merrill Carluccio,Tagopia,Syria,Chechen,5.5,1351029.61,962444.46,3/21/2015,9/6/2024
Plunkett & MaCleane,Sci-Fi,Rhiamon Skipworth,Alexander Andrzej,Kazio,Sweden,Kashmiri,2.4,1262111.03,652810.2,10/26/2017,5/25/2019
Brain Dead,Horror,Jesselyn Dovidaitis,Jocelyn Mousdall,Flipbug,Philippines,Lao,7.5,2339560.37,249196.83,5/2/2015,11/27/2015
Fear,Comedy,Robin Symson,Alyda Sharrock,Topicstorm,Australia,Pali,7.7,7092619.54,257014.45,9/12/2022,2/2/2015
Make It Happen,Comedy,Xylia Fieldhouse,Sallee Borkin,Katz,Morocco,Malay,6.3,7858477.89,429627.62,12/29/2016,8/8/2019
"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship)",Crime,Patton De Fries,Humfrid Brammall,Tekfly,Ethiopia,Ojibwa,9.8,874623.94,129831.7,10/17/2025,6/6/2018
Missing,Comedy,Marley Djorevic,Alric Ciccottio,Thoughtblab,Indonesia,Romanian,0.9,1250051.74,248426.67,1/4/2019,11/16/2023
Paranormal Activity 3,Horror,Robb Load,Jake Bunting,Blogtag,Russia,Javanese,4.9,7629784.49,843427.12,9/16/2021,6/13/2022
Lianna,Horror,Aland Rigg,Sofie Chainey,Fanoodle,Indonesia,Indonesian,9.9,3524782.81,214135.86,7/8/2016,9/22/2016
"Whistle Blower, The",Fantasy,Marjy Jewett,Gabriele Loveland,Zoomlounge,Ukraine,Cornish,10.0,1923505.03,533226.72,4/3/2016,4/2/2020
Immensee,Romance,Sloan Tettersell,Alec Firmage,Devpulse,Cuba,Romanian,6.9,9645652.79,77396.7,1/10/2022,7/9/2021
Vinyan,Drama,Phylys Sunners,Elsey Flips,Tagpad,China,Azerbaijani,6.0,7180606.72,29897.57,8/26/2017,8/11/2022
"Institute Benjamenta, or This Dream People Call Human Life",Comedy,Paloma Dellenbach,Hannah Binham,Topicstorm,Latvia,Chechen,4.3,606514.61,126526.52,4/21/2021,12/10/2017
Blackball,Adventure,Thatcher Dallosso,Arturo Thumann,Midel,Russia,Yoruba,7.7,6501268.76,419174.07,9/18/2017,7/2/2019
"Summer Hours (Heure d'été, L')",Romance,Dulciana Cobb,Berthe Inchbald,Cogilith,Argentina,Irish,8.5,1902206.93,107785.74,12/28/2016,9/17/2020
National Lampoon's Pucked,Romance,Saunderson Duchesne,Gunter Catterell,Geba,Portugal,Serbian,4.0,5277061.35,629834.5,10/24/2019,1/17/2023
Blade on the Feather (Deep Cover),Horror,Thorndike Carss,Findlay MacFarlan,Riffwire,Argentina,Divehi,7.9,3729955.74,134787.56,3/5/2025,10/5/2022
Alone in the Wilderness,Sci-Fi,Konstantin Jemmison,Guthrey Dennett,Feednation,Vietnam,Hiri Motu,3.9,3215155.79,73216.41,1/13/2020,5/19/2019
Like Mike 2: Streetball,Romance,Eadmund Goodinge,Eda Focke,Babbleset,Hungary,Hungarian,7.0,5643310.59,917766.41,7/20/2015,11/2/2019
My Best Friend (Mon meilleur ami),Thriller,Mathian Surgen,Kienan Carmont,Yamia,China,Indonesian,3.6,4734939.39,38023.27,11/15/2022,11/26/2017
Armored,Crime,Arturo Mackieson,Rafi Willcox,Centizu,South Africa,Welsh,8.6,8430189.88,410290.44,12/29/2018,2/8/2023
Ponette,Action,Magdaia Ellingsworth,Gasper Madison,Fiveclub,Ukraine,Afar,8.3,4447386.23,878002.38,4/11/2024,7/2/2018
Bob Funk,Crime,Lillis Masser,Jewel Barns,Twitterlist,China,Northern Sami,9.9,2815190.55,322164.65,10/2/2020,2/8/2015
"Sound of Music, The",Crime,Myer Werndley,Conni McAster,Gigazoom,Brazil,Sanskrit,9.0,4770428.25,414051.14,10/9/2024,1/12/2017
"Big Parade, The",Fantasy,Arne Godthaab,Jobyna McKeag,Yabox,China,Sanskrit,3.8,1246102.13,418856.65,2/7/2025,9/8/2023
Cruising,Comedy,Terese Fulstow,Carine Margrett,Gigaclub,Canada,Georgian,6.3,1750772.8,317837.38,4/21/2020,5/15/2017
"Brave, The",Drama,Geoffry Lesek,Maynard Lochead,Thoughtstorm,Russia,Hausa,4.8,7478354.91,667691.74,4/30/2024,9/12/2025
"Far Off Place, A",Crime,Helaine Upham,Amara McCreary,Leexo,Italy,Romanian,5.7,7298008.08,987482.92,7/24/2021,5/2/2023
Curly Top,Sci-Fi,Roman Almon,Carlie Teggart,Kwinu,Philippines,Quechua,7.7,1680457.59,386921.3,10/20/2023,12/9/2019
No Greater Love,Fantasy,Ned Gallamore,Stafani Barwood,Kazu,Indonesia,Hausa,5.0,741076.08,368503.31,11/30/2022,2/9/2022
It Felt Like Love,Action,Nickey Jukubczak,Haze Surgeon,Brightbean,Colombia,Turkmen,4.0,8428799.78,725664.16,1/18/2017,12/20/2016
"Story of Ruth, The",Crime,Nellie Aneley,Hadrian Alvis,Oloo,Zimbabwe,"Sotho, Southern",9.8,6353829.21,286764.12,1/9/2018,5/2/2019
My Life in Pink (Ma vie en rose),Drama,Holly-anne Jerratsch,Shurlock Rohlfs,Centidel,Czech Republic,Divehi,9.4,4566906.05,642327.98,7/6/2018,10/11/2024
Porto of My Childhood (Porto da Minha Infância),Drama,Zsa zsa Melmeth,Retha Sibbson,Cogidoo,Ukraine,Limburgan,9.1,9647537.64,593730.16,3/12/2016,4/28/2022
"Lincoln Lawyer, The",Thriller,Verene Reiling,Ellerey Maylam,Vimbo,Oman,Slovenian,1.8,6076811.14,926682.96,10/9/2024,8/10/2017
BookWars,Thriller,Prent Beane,William Radmer,Realmix,Nigeria,Uzbek,5.0,9862540.78,755422.81,6/22/2020,5/30/2017
Remember Sunday,Action,Barnett Bloxam,Dallas Farthin,Thoughtbeat,United States,Marshallese,5.1,909755.15,910589.27,6/17/2021,5/20/2017
Night of Dark Shadows,Sci-Fi,Cherry Schusterl,Elvina Ivanikov,Meevee,France,Inupiaq,6.8,2537733.94,178316.38,8/20/2015,8/9/2025
Slim Susie (Smala Sussie),Horror,Sile Attersoll,Ogdon Narraway,Dazzlesphere,Uzbekistan,Inuktitut,0.5,8097223.05,331109.02,5/30/2019,12/27/2020
"Rugrats Movie, The",Romance,Elfrida Hartshorne,Tomlin Ellen,Zava,South Africa,Kongo,9.7,4998322.6,224802.48,11/24/2023,7/14/2022
El tren de la memoria,Crime,Norris Thome,Miner Raggatt,Skidoo,China,Korean,8.6,9891574.98,972847.05,4/30/2020,5/26/2016
Deliverance,Drama,Gabriel Siene,Grazia Antyshev,Npath,Argentina,Norwegian Nynorsk,2.6,9931310.62,807813.94,10/15/2018,9/27/2015
Sniper 2,Crime,Joanna Goodding,Melissa Speakman,Quimm,Cyprus,Cree,5.7,2182743.58,980798.29,1/23/2023,10/30/2019
10 to Midnight,Fantasy,Justinian Gaskamp,Ogden Giamo,Wordtune,Zimbabwe,Herero,1.3,2209720.23,30070.61,11/13/2020,12/4/2021
Congo,Horror,Lauretta Growcott,Merna Whetnell,Gigazoom,China,Welsh,8.8,1728157.26,879850.54,3/6/2016,12/1/2019
"Jane Austen Book Club, The",Adventure,Anya Ouldcott,Tudor Rubin,Chatterbridge,Philippines,Javanese,0.4,6319188.73,102991.06,5/19/2017,1/26/2024
Tiresia,Action,Sheffield Rosson,Natty Kassidy,Myworks,Ukraine,Ndonga,5.0,2159165.74,993801.8,11/28/2018,3/5/2018
Christmas in August (Palwolui Christmas),Thriller,Vinson Valentin,Eleonora Golsworthy,DabZ,Poland,Oromo,5.2,9644704.28,159515.73,11/8/2021,11/9/2021
Rare Exports: A Christmas Tale (Rare Exports),Fantasy,Teressa Ruller,Brittni Bilbrook,Meemm,Philippines,Pali,2.9,9031822.96,609157.42,8/29/2025,5/20/2024
Breaking Upwards,Comedy,Eolande Greenwell,Ward Broscombe,Quamba,China,Luxembourgish,6.9,5255817.05,758494.13,1/28/2021,9/16/2021
Crime and Punishment,Adventure,Xymenes Allsep,Noreen Dunn,Jetpulse,China,Corsican,8.2,8449028.14,669147.62,2/17/2025,7/26/2020
Bells of Innocence,Action,Walker Warn,Cissy Burland,Flipbug,Poland,Haitian,6.2,3164021.76,216999.42,2/4/2015,2/5/2017
Regeneration,Drama,Gustie Sictornes,Ursuline Clementucci,Flashspan,Bhutan,Latvian,6.8,2353310.33,348257.05,5/12/2019,6/2/2016
Little Man Tate,Fantasy,Rickie Goldwater,Deeyn Over,Brainsphere,China,"Bokmål, Norwegian",8.4,4010128.18,972124.81,5/14/2019,10/19/2020
"Late Quartet, A",Drama,Demeter Krysiak,Dahlia Laflin,Zoombeat,China,Kurdish,7.9,5191976.12,13213.59,4/29/2020,10/28/2020
Blondie of the Follies,Fantasy,Cathee Lemerie,Kathy Paulig,Leexo,China,Hindi,0.8,7030937.91,190239.59,3/4/2017,11/14/2019
The Heavy,Adventure,Desiri McLardie,Roobbie Fearns,Jabbersphere,Norway,Lao,3.4,7590145.14,573864.31,9/23/2020,4/6/2021
A Justified Life: Sam Peckinpah and the High Country,Adventure,Vida Crowson,Laurie Shinefield,Fliptune,Philippines,Welsh,0.7,6354888.93,669312.74,3/27/2015,12/22/2021
Chocolat,Action,Devan Theobalds,Marty Ramirez,Rhycero,Palestinian Territory,Walloon,4.0,617101.89,658929.29,7/1/2015,10/25/2025
Chad Hanna,Romance,Morissa Witten,Colman McMurraya,Minyx,Tanzania,Rundi,4.4,6963525.09,258618.85,6/21/2024,3/17/2023
Addicted,Sci-Fi,Ellery Buncher,Welbie Waterdrinker,Lajo,Jamaica,Sanskrit,8.7,2552761.93,578606.81,1/5/2025,5/26/2024
Desperation,Adventure,Faustine Kopps,Meaghan Devany,Blogpad,China,Occitan (post 1500),7.9,6562606.42,475190.33,4/2/2017,7/29/2016
Orderly or Disorderly (Be Tartib ya Bedoun-e Tartib),Comedy,Ginny MacCleay,Kynthia Bouttell,Nlounge,Finland,Lingala,3.0,687856.22,701679.16,2/3/2019,3/11/2015
Michael Clayton,Sci-Fi,Noellyn Surcomb,Carolus Gimblett,Zoomdog,Mozambique,Assamese,9.0,9509218.16,489260.86,3/10/2022,7/6/2022
"Shepherd of the Hills, The",Thriller,Felecia Stanmer,Abel Holtaway,Vimbo,Portugal,Chechen,4.2,5740131.1,12827.42,9/11/2016,2/21/2025
What Ever Happened to Baby Jane?,Romance,Neron Bricksey,Celinda Piser,Jabberstorm,Madagascar,Corsican,4.7,849153.13,429023.9,11/16/2015,12/1/2023
Night at the Museum,Romance,Bette Hiddy,Abba Boatwright,Yombu,Mongolia,Portuguese,6.3,7103486.21,39648.97,3/26/2024,1/9/2016
Miracle in Milan (Miracolo a Milano),Sci-Fi,Abbey Monery,Far Stollwerck,Divape,Brazil,Romansh,9.5,858698.33,219054.44,11/10/2016,12/21/2021
Predator,Sci-Fi,Laney Sacchetti,Orlan Phin,Wikibox,Indonesia,Hiri Motu,8.4,3225401.34,82328.9,2/23/2024,1/8/2022
"Revenant, The",Crime,Darcy Moakler,Ab Iowarch,Skyba,Ghana,"Bokmål, Norwegian",2.7,2788191.31,962276.16,10/18/2015,9/4/2021
This Above All,Sci-Fi,Gibb Marquese,Eloise McDyer,Skilith,Poland,Malagasy,0.0,8464866.59,304350.66,4/29/2015,6/19/2023
My Kidnapper,Thriller,Rikki Valett,Kata Cardoo,Thoughtbeat,Madagascar,Mongolian,3.9,7885859.99,988579.11,2/9/2021,6/4/2016
Viola,Adventure,Carrissa Cana,Nariko Rowan,Izio,China,Lao,4.7,5245754.28,653260.39,10/22/2018,12/19/2018
"Model Couple, The (Le couple témoin)",Action,Tine Golagley,Hilly McIan,Blogtags,Portugal,Maltese,8.3,8599272.92,187352.52,5/15/2016,9/20/2025
Freedom,Fantasy,Lorita Ciccerale,Rodge Konzelmann,Lajo,Portugal,Akan,5.3,9638617.28,279820.62,1/9/2021,3/31/2018
Opportunity Knocks,Action,Renault Rozier,Yvon Obispo,Yotz,Czech Republic,Persian,9.6,9465422.29,14945.63,10/23/2022,7/21/2023
Walled In,Crime,Kerr Hallbird,Lynnett Taggerty,Wikibox,United Arab Emirates,Western Frisian,0.2,2128958.89,261817.55,5/13/2024,5/5/2023
"Slight Case of Murder, A",Romance,Cyb Ruston,Saree Crofthwaite,Photobean,China,Urdu,2.8,814286.73,544493.45,8/3/2022,5/26/2018
Goofy Movies Number One,Adventure,Alexio Cheetham,Karlyn Rubi,Flashdog,Benin,Ewe,4.6,9023360.36,343308.87,2/4/2016,7/5/2016
Password: Uccidete agente Gordon,Action,Worth Ribeiro,Mitch Commin,Rhybox,China,Kurdish,8.9,8169641.71,821495.6,11/13/2022,1/1/2021
Blast of Silence,Adventure,Kip Menaul,Randa Blewis,Devify,Brazil,Sanskrit,9.9,9606828.06,165305.14,2/22/2019,12/29/2018
Stagecoach,Drama,Dinny Duddell,Veda Po,Youbridge,China,Georgian,4.5,9046828.5,96332.81,1/5/2015,7/26/2018
Blind Massage (Tui na),Crime,Clovis Nossent,Naomi Keating,Riffwire,Russia,Danish,8.9,2803917.5,536201.63,1/14/2021,12/23/2020
Roseland,Thriller,Bellanca Davidoff,Baron Van Dalen,Wikizz,Indonesia,Tatar,2.2,1369937.64,547574.09,3/20/2019,5/11/2016
"X from Outer Space, The (Uchû daikaijû Girara)",Action,Thatcher Faulkner,Duffy Parman,Teklist,Philippines,Pali,6.2,9524463.12,924503.53,11/10/2021,11/6/2016
Charlie Chan at the Race Track,Comedy,Sigfrid Tutt,Renata Giovannardi,Mymm,China,Swahili,8.3,6144035.85,901307.49,5/4/2016,4/30/2022
Amreeka,Horror,Adrianne Temblett,Johny Di Maggio,Oloo,France,Corsican,9.9,6484166.05,12286.19,7/28/2016,3/31/2024
Stalag Luft,Fantasy,Jeth Honatsch,Jessey Ivashnyov,Feedfire,United States,Limburgan,9.7,7212207.53,534208.84,12/31/2023,10/12/2019
Recipes for Disaster,Horror,Emogene Bumpas,Holly Hayhow,Realmix,Syria,Portuguese,4.0,5628112.2,890221.15,9/13/2015,11/1/2017
"Method, The (Método, El)",Drama,Eba Baudic,Lindsey Elce,Devpoint,Spain,Ewe,9.1,2585422.8,798208.52,4/3/2017,3/11/2025
"Pear Tree, The (Derakhte Golabi)",Sci-Fi,Zorine Celes,Nevsa Amerighi,Divape,Indonesia,French,8.8,9402238.0,143471.89,4/25/2022,7/28/2019
Marnie,Comedy,Jackelyn Haughey,Silva Adamthwaite,Digitube,Finland,Irish,6.4,7077977.61,611686.59,6/7/2023,1/23/2019
Charlie Chan in Dangerous Money,Romance,Charyl Hadwen,Jean Ablett,Trudoo,Morocco,Afar,4.7,1687417.89,633602.03,11/8/2016,4/23/2020
In the Navy,Fantasy,Homerus Edgerley,Antonina Sayles,Fivechat,Poland,Hebrew,6.3,2885542.16,705458.91,5/19/2019,2/13/2025
Honey (Miele),Thriller,Kahlil Poletto,Paulina Sakins,Myworks,Peru,Ukrainian,7.4,4851324.46,167567.81,3/8/2017,12/15/2020
Lili,Horror,Kip Scard,Foster Staner,Fliptune,Cameroon,Fijian,0.3,1801939.26,613162.24,6/18/2017,10/10/2023
"Shaggy D.A., The",Comedy,Teri Maylam,Gavrielle Howley,Jayo,Lesotho,Twi,0.2,8432346.89,936649.63,12/1/2019,7/19/2021
Whoregasm,Thriller,Octavia Abrahart,Phineas Antoons,Yadel,Finland,Avaric,4.4,5063506.43,886283.44,1/14/2022,5/6/2024
Human Capital (Il capitale umano),Fantasy,Trudy Stelli,Hillel Butter,Ntag,China,Inuktitut,3.1,2728750.06,294914.79,8/10/2024,10/7/2024
"Paradise, Hawaiian Style",Horror,Ruthann Le Marchand,Lee Hoult,Jabberstorm,Russia,Avestan,6.1,7181935.73,939104.39,11/12/2025,10/1/2018
Red,Fantasy,Stillmann Privost,Mal Ribbon,Oyondu,Thailand,Armenian,2.7,2516174.16,173781.77,10/25/2019,10/28/2022
Xala,Fantasy,Emmey Grunder,Rhea Kiddy,Babbleblab,France,Georgian,5.7,2218208.58,384626.1,11/4/2020,3/21/2021
Desert Bloom,Horror,Seward Chesser,Granger Brinkman,Edgeify,Brazil,Chechen,0.1,2328424.59,734507.75,7/21/2019,9/9/2015
"Corrina, Corrina",Adventure,Minnie Tieman,Marabel Charlot,Eimbee,Greece,Catalan,4.5,5423482.59,926265.03,8/21/2025,11/4/2019
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning),Romance,Fina Fawloe,Carly Grandham,Devcast,China,Xhosa,1.9,7226731.68,327052.07,3/2/2017,4/21/2019
Search for the Beast,Comedy,Lester Tsarovic,Dalila Mcwhinnie,Skalith,Colombia,Tsonga,8.8,194035.84,411149.32,10/23/2021,2/15/2019
Thunderpants,Comedy,Coleen Mattioli,Mitchell Zuann,Skalith,Bosnia and Herzegovina,Tonga (Tonga Islands),9.2,2196400.62,43598.99,9/18/2018,3/3/2019
"Good German, The",Crime,Paulina MacNeice,Gayelord Lilloe,Realfire,Indonesia,Polish,8.3,4694729.72,898943.27,9/5/2017,4/23/2016
Shadow Boxers,Adventure,Wayne Plackstone,Alphonso Glancy,Flashpoint,Portugal,Navajo,0.7,6093222.63,245921.7,7/8/2018,1/7/2025
Blood Trails ,Adventure,Addie Baskett,Friedrick Anand,Janyx,China,Bosnian,4.1,3333675.37,459125.45,5/14/2018,8/17/2017
Faith School Menace?,Thriller,Ronnica Torrans,Obadiah Dodson,Roombo,Philippines,Bosnian,5.1,8148517.41,842749.58,10/28/2016,10/26/2023
Running Mates,Adventure,Ruby Darben,Lyell Pittendreigh,Linktype,Czech Republic,Yoruba,1.3,1727499.09,88763.75,8/31/2020,8/18/2021
Heartbeats (Kohtaamisia),Thriller,Mara Deerness,Pet Koppel,Mynte,Mongolia,Oromo,7.7,6631645.85,527422.43,6/19/2016,6/20/2025
3:10 to Yuma,Crime,Darby Gadeaux,Mord Scarsbrooke,Kwinu,China,Rundi,0.7,9177240.6,656680.93,9/27/2016,9/2/2016
"Secret of NIMH, The",Sci-Fi,Dyanna Poynser,Sloan Yeats,Shuffletag,Central African Republic,Guarani,7.6,1498177.28,958326.28,1/27/2019,11/24/2021
"Craft, The",Drama,Dicky Berrill,Sly Elia,Voonix,China,Aragonese,0.6,1938570.0,544967.45,9/1/2019,4/3/2017
Year of the Comet,Thriller,Marty Tarburn,Mayne Denington,Photolist,Indonesia,Swedish,4.2,7318893.44,402318.95,8/24/2022,8/2/2015
Woyzeck,Comedy,Leonelle Sutter,Danya Ricks,Browseblab,China,Indonesian,7.7,362762.34,839816.94,12/18/2025,1/14/2019
Before Sunset,Thriller,Tracee Le Surf,Gregorio Pink,Gigazoom,Indonesia,Bambara,3.4,9486664.19,446526.98,7/20/2022,5/1/2025
Murph: The Protector,Adventure,Christen Castagneri,Reginald Busson,Kamba,Poland,Norwegian,6.7,1187437.9,379271.37,12/12/2019,12/7/2022
Edison Force (a.k.a. Edison),Comedy,Palm Allday,Laurence Roderighi,Quatz,United States,Cornish,2.3,9927073.52,95437.5,1/30/2015,11/25/2020
