movie_title,genre,release_date,director,lead_actor,box_office_sales,rating,production_company,country_of_origin,language,budget,sequel
"Weather Underground, The",Horror,3/19/2012,Karlis Brehault,Andriana Lanyon,5452741.94,9.8,Centimia,Jamaica,Bulgarian,402584.49,TRUE
What Price Hollywood?,Sci-Fi,2/20/2001,Ema Raspison,Nicolais Leah,2955169.9,7.7,Dabvine,Indonesia,Hungarian,717621.22,TRUE
Two Mules for Sister Sara,Comedy,4/6/2011,Timothee Pickrell,Lesya Tittletross,2503968.64,8.2,Linkbridge,China,Ido,682060.7,FALSE
Pride and Glory,Sci-Fi,11/2/2016,Gussi Fortman,Bea Biaggi,4918187.1,4.4,Quimba,Russia,Aymara,535883.38,TRUE
Wings of Hope (Julianes Sturz in den Dschungel),Action,3/17/2006,Killy Reiners,Gillan Roark,9685604.06,0.5,Yakijo,France,Kanuri,309950.97,TRUE
Make Way for Tomorrow,Action,10/12/2017,Inglebert Bolzmann,Herbert Pilley,7110405.95,1.4,Youopia,Japan,Interlingue,121487.6,FALSE
Pumping Iron,Horror,10/10/2003,Ainslie Wudeland,Thorvald Lount,2145377.29,7.8,Trunyx,Poland,Tibetan,696863.63,FALSE
Victor and the Secret of Crocodile Mansion,Comedy,2/18/2004,Orlando Trighton,Torey Jankowski,3929862.75,6.5,Aivee,Finland,Herero,299755.09,TRUE
Billabong Odyssey,Sci-Fi,10/29/2019,Sallyanne Sicely,Loella Haycox,2411661.14,4.8,Oozz,Netherlands,Belarusian,362677.03,TRUE
King of Hearts,Horror,1/1/2010,Zea Sunners,Nollie Bottelstone,9816707.1,0.8,Edgeblab,Libya,Estonian,823420.61,FALSE
Fantomas Unleashed,Drama,5/10/2015,Edvard Boadby,Noach Weddup,6371540.31,5.9,Pixoboo,China,Armenian,920414.9,TRUE
Earth,Sci-Fi,6/17/2009,Shaughn Cullon,Dar Timny,473634.21,2.4,Eire,Russia,Serbian,998823.75,FALSE
Funny Farm,Drama,3/14/2018,Elisa Wiltshaw,Myca MacKinnon,9792429.44,6,Eabox,Indonesia,Abkhazian,15034.06,FALSE
"Children of Leningradsky, The",Drama,7/10/2006,Sven Compford,Yolane Inde,8347820.32,7,Twimbo,China,Swedish,162564.16,FALSE
"King and the Clown, The (Wang-ui namja)",Sci-Fi,12/13/2015,Claudio Diplock,Melanie Franzonetti,9277882.12,3.9,Mudo,Indonesia,"Sotho, Southern",856052.06,FALSE
Strange Circus (Kimyô na sâkasu),Sci-Fi,6/9/2005,Jackie McAlroy,Jeromy Bicknell,5587696.82,3.2,Buzzdog,Brazil,Tatar,663098.91,FALSE
Tape,Horror,12/16/2005,Ede Beincken,Bink Ellingsworth,1381539.31,9.7,Bubblemix,Palestinian Territory,Finnish,487876.55,TRUE
"Hard Corps, The",Drama,12/2/2002,Stirling Rubinsky,York Berkelay,8391942.21,7.1,Thoughtbridge,Azerbaijan,Tamil,913389.99,TRUE
"Ballad of Narayama, The (Narayama Bushiko)",Drama,4/14/2001,Kayley Gilardone,Florinda Fonquernie,651682.31,1.9,Zoovu,Greece,Avaric,148523.82,FALSE
American Revolutionary: The Evolution of Grace Lee Boggs,Drama,2/14/2015,Doralyn Chetwynd,Mose Linsay,6582416.43,1.3,Topicblab,China,Sango,292551.49,FALSE
My Neighbor Totoro (Tonari no Totoro),Drama,11/11/2022,Vasily Wegener,Shelley Pawels,4492463.01,9.2,Tazzy,Japan,Kazakh,473981.72,FALSE
"South, The (Sur)",Comedy,9/23/2001,Joella Loughead,Euphemia Zum Felde,2383282.69,0,Feednation,Philippines,Sundanese,404491.42,FALSE
"Station Agent, The",Horror,12/4/2020,Ethelbert Toulamain,Ryann O'Lagen,9359869.43,7.5,Janyx,Indonesia,Bashkir,538868.66,TRUE
Onegin,Horror,8/22/2022,Michaelina Sheffield,Fara Janaud,8823541.34,6.7,Edgeify,United States,Kannada,754461.74,TRUE
"Good Guy, The",Comedy,11/10/2005,Godiva Robrose,Webster Rosling,2253896.8,8,Tagopia,Sweden,Interlingue,336222.55,FALSE
Love unto Death (L'amour a mort),Horror,8/25/2005,Meredithe Hartright,Orelle Clow,5848374.42,6.7,Realmix,Portugal,Romanian,35645.56,TRUE
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),Comedy,8/3/2002,Gordan Jindrich,Jen Ibell,5763684.45,7.5,Skyba,China,Aymara,239464.29,TRUE
Road House,Comedy,10/25/2013,Domeniga Canedo,Monti Phelp,9659509.36,3.2,Vinder,China,Ojibwa,889767.4,TRUE
Summer Heights High,Sci-Fi,4/18/2000,Enrique Dugget,Alena Garie,2105693.32,1.5,Realfire,Sri Lanka,Tagalog,432617.43,FALSE
"Grace Lee Project, The",Sci-Fi,2/19/2008,Krissie Bruckmann,Joice Owen,9734810.59,9.3,Avamba,Netherlands,Somali,123913.77,FALSE
Lady Oscar,Drama,12/11/2015,Carroll Marrow,Laurie Kohn,1601941.09,7.3,Avaveo,Czech Republic,Uzbek,242513.96,TRUE
Jim Jefferies: I Swear to God,Horror,11/24/2004,Ryon Bitchener,Jackie Sturch,3508000.77,4.1,Vipe,Peru,Chichewa,770618.95,TRUE
Picture Bride (Bijo photo),Comedy,1/6/2012,Bernhard Bastie,Teodoro McCarron,9812516.35,4.9,Thoughtstorm,Pakistan,Sundanese,167677.4,TRUE
Twin Peaks: Fire Walk with Me,Horror,8/5/2017,Ransell Woolway,Inness Eymor,5401486.58,7.3,Flipopia,Bangladesh,Venda,691880.65,FALSE
"Night Train Murders (Last Stop on the Night Train) (Ultimo treno della notte, L')",Drama,6/7/2015,Sal Waith,Sawyere Morby,9440826.64,6.3,Avaveo,Sweden,Hungarian,391119.62,TRUE
Lethal Weapon 2,Action,4/21/2021,Teddy Lark,Nero Siddens,3771131.38,5.4,Skimia,Indonesia,"Sotho, Southern",613462.97,FALSE
Lahore,Drama,6/30/2002,Kaspar Valdes,Udell Cronkshaw,5505283.81,2.9,Jabberbean,Philippines,Kurdish,866942.33,FALSE
Marnie,Sci-Fi,5/7/2004,Berkie Collyear,Krissie Rizzolo,131449.49,6.2,Edgepulse,South Korea,Latin,386937.41,TRUE
Green Zone,Horror,8/23/2010,Cassius Dudenie,Rosalie Pudding,842940.51,2.4,Feedfish,Czech Republic,Nepali,569550.6,TRUE
Flood,Sci-Fi,8/12/2003,Filippa Cottom,Frayda Feldharker,5686169.21,2.6,Nlounge,Indonesia,Pushto,750600.01,FALSE
Charlie Chan in Egypt,Action,2/28/2010,Teodora Vowell,Cleveland Potier,890383.56,5.6,Fanoodle,Poland,Kanuri,347008.82,FALSE
Bridge to Terabithia,Drama,8/25/2006,Hali Jopson,Madlen Minards,2220826.2,8.7,Midel,Canada,Kazakh,671004.6,TRUE
Lasa y Zabala,Comedy,4/12/2010,Tanney Tiplady,Herc Drinkale,1142133.57,4.1,Centidel,Indonesia,Western Frisian,243464.46,TRUE
Julian Po,Drama,3/5/2015,Sylvia Hallwood,Hillery Willes,6622248.93,1.3,Centidel,Belarus,Ewe,262837.91,FALSE
7 Khoon Maaf,Sci-Fi,11/6/2010,Hewett Ellwood,Meggi Yerrill,595648.59,7.2,Latz,Serbia,Cree,512041.06,TRUE
Lathe of Heaven,Drama,3/19/2008,Daniella Sushams,Manya Geator,4864318.12,4.2,Jatri,China,Aymara,309843.4,FALSE
Journey Into Fear,Horror,9/5/2016,Euell Oxshott,Marmaduke Nevett,9357485,7.6,Linklinks,France,Maori,356082.02,FALSE
To Be King (Koning van Katoren),Comedy,8/1/2021,Richart Grestie,Malinda Torrese,8610380.12,0.3,Flipbug,Finland,Georgian,17144.43,FALSE
Bells from the Deep,Sci-Fi,6/14/2020,Cleopatra Sonley,Madelene Winter,574391.72,1,Wordware,China,Corsican,640243.35,TRUE
Equinox Flower (Higanbana),Drama,5/13/2009,Cybill Gracey,Alleyn Janu,3978032.07,3.4,Gevee,Mexico,Albanian,497919.15,FALSE
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),Horror,7/17/2004,Joellen Caulwell,Gardy Kitchinghan,2092247.25,0.9,Youspan,Russia,Akan,428273.52,FALSE
Morons From Outer Space,Sci-Fi,3/12/2000,Jarrod Penkethman,Alonzo Raphael,5473561.3,8.4,Thoughtblab,Indonesia,Hungarian,722448.35,TRUE
They Came Together,Comedy,8/22/2005,Sargent McGeachey,Aurelia Keppy,7778568.2,0.7,Izio,Nigeria,Guarani,730634.99,TRUE
"One Potato, Two Potato",Horror,6/5/2007,Norman Trymme,Kristopher Pheby,3351264.11,8.9,Edgepulse,China,Kalaallisut,792364.37,TRUE
"Ketchup Effect, The (Hip Hip Hora!)",Comedy,9/9/2000,Linell Booty,Dominic Newson,3486420.17,7.3,Livetube,Luxembourg,Pali,789454.83,TRUE
"Campaign, The",Sci-Fi,5/21/2016,Rena Cribbott,Bartie Hallet,8044875.18,9.5,Demizz,China,Rundi,744573.32,FALSE
Sherlock Holmes and the Voice of Terror,Sci-Fi,1/20/2000,Micki Veldens,Rochella Bealton,4728688.4,2.7,Edgetag,Sweden,Herero,715483.01,FALSE
"Patriot, The",Drama,11/3/2013,Rosabelle Robbert,Hartwell Griffin,2712421.02,4.4,Zoomcast,Japan,Portuguese,624589.65,FALSE
Cries and Whispers (Viskningar och rop),Sci-Fi,4/19/2016,Jaquelin Baiyle,Philbert Ector,1163211.14,9.2,Twitterworks,Costa Rica,Yoruba,883030.1,FALSE
Overboard,Sci-Fi,2/9/2015,Jehanna Reape,Bree Carruth,5097507.22,0.4,Gigashots,Poland,Kirghiz,335350.95,FALSE
Rosencrantz and Guildenstern Are Undead,Action,8/21/2018,Hamil Hansberry,Drew Tudgay,7358787.42,6.4,Voomm,Tanzania,Persian,181923.47,TRUE
"Scarlet Pimpernel, The",Action,5/11/2011,Uri Crambie,Robbie O'Cannavan,9680889.39,1.9,Yakijo,Latvia,Romansh,44592.27,FALSE
Flock of Dodos: The Evolution-Intelligent Design Circus,Comedy,5/18/2004,Mathew Chuter,Stanton Brownsey,8826447.34,8.6,Brightdog,Thailand,Arabic,738941.7,TRUE
Speed Racer,Comedy,1/27/2016,Ogden Marc,Jobyna Tatam,6398990.21,7.6,Agimba,Portugal,Northern Sami,892131.53,FALSE
"Red Spectacles, The (Jigoku no banken: akai megane)",Comedy,7/18/2015,Aldric Mixer,Renee Swanbourne,1490366.65,0.1,Pixope,Albania,Armenian,206927.11,FALSE
Following,Action,9/3/2017,Carmine Pigden,Hayden Wickey,1923088.58,5.4,Yakitri,China,Ganda,281237.22,TRUE
Mirrors,Comedy,10/14/2016,Tarrance Geerdts,Merrilee Gillbey,7459124.6,0.1,Kanoodle,Finland,Indonesian,844944.31,TRUE
I Don't Want to Talk About It (De eso no se habla),Drama,7/7/2005,Kalli Kyne,Clint Leney,5094035.51,6.9,Bubblebox,Czech Republic,Kuanyama,211849.37,FALSE
"Negotiator, The",Drama,11/27/2011,Florina Thorburn,Jeremy Fawssett,3229613.09,5.3,Tagfeed,Palestinian Territory,Swahili,628169.9,TRUE
"Tall Guy, The",Action,7/2/2005,Rivalee Bartoloma,Marna Waycot,7633328.79,8.4,Feedfish,Sweden,Kirghiz,47691.39,TRUE
Boogie-Doodle,Action,12/28/2020,Seth Lyven,Missie Mustchin,6245426.93,0.1,Meevee,Russia,Central Khmer,811632.38,TRUE
"Best Man, The (Testimone dello sposo, Il)",Sci-Fi,9/19/2003,Esra Macy,Seana Offner,1271868.6,6,Zoonder,Colombia,Urdu,953240.49,TRUE
Ghost Rider: Spirit of Vengeance,Comedy,7/19/2004,Beverie Chuter,Asa Hempel,3305644.37,6.1,Voolia,China,Swahili,386527.35,TRUE
Dead End,Action,11/21/2004,Elora Jarmaine,Amara Austing,1602421.91,5.1,LiveZ,Indonesia,Chinese,516140.05,FALSE
Stray Cat Rock: Delinquent Girl Boss (Nora-neko rokku: Onna banchô),Comedy,2/22/2022,Mathian Harradine,Imojean Stocks,1366398.24,8,Topiclounge,Portugal,Uighur,992913.02,FALSE
Prison Break: The Final Break,Horror,7/13/2019,Alf Blatherwick,Bil Caze,7420217.34,0.8,Shuffletag,China,Kongo,988123.57,TRUE
Calendar Girls,Action,2/6/2021,Adel Sitlinton,Levey Duffy,8319749.27,7.2,Brainbox,Cameroon,Tibetan,918456.93,FALSE
"Little Bit of Heaven, A",Drama,7/12/2000,Alessandra Cheng,Dalila Harlett,2724789.92,7,InnoZ,Lithuania,Interlingue,891390.22,FALSE
Santo vs. las lobas,Comedy,12/1/2004,Fonz Bowcher,Kris Sizland,7900597.84,6.3,Gigabox,Brazil,Ossetian,35410.73,TRUE
Volver,Comedy,8/15/2008,Paolina Dagger,Mendel Belderson,8941471.46,7.1,Fiveclub,Cyprus,Faroese,969679.37,FALSE
Stephen Tobolowsky's Birthday Party,Action,6/1/2010,Harriet Harg,Thacher Farthin,2179668.34,9.8,Fivebridge,China,Chamorro,441293.13,FALSE
Nixon,Drama,9/14/2006,Janka Craig,Bronnie Flemming,6873614.29,1.5,Skibox,Mexico,Sundanese,409728.14,FALSE
Long Day's Journey Into Night,Horror,2/16/2001,Gareth Hassur,Jeni Monkeman,4806910.01,1.1,Zoozzy,Afghanistan,Cornish,560539.47,TRUE
"Kremlin Letter, The",Drama,4/5/2000,Sheridan Moulsdale,Renelle Deaville,2392509.18,1.5,Teklist,Cameroon,Manx,444059,FALSE
Nasty Old People,Drama,6/11/2017,Vikky Feria,Woody Gowanson,218227.75,3.7,Camido,Indonesia,Sanskrit,340012.41,FALSE
Now Is Good,Action,7/25/2019,Curran Dakin,Susanna Leechman,3699682.09,2.8,Quinu,Czech Republic,Samoan,509862.33,TRUE
"Tillman Story, The",Comedy,12/31/2000,Rey Rundall,Shel Jikovsky,1641949.24,6.5,Reallinks,Philippines,Lao,818399.38,TRUE
"Unreal Dream: The Michael Morton Story, An",Comedy,2/12/2018,Lonee Johnys,Tammy Penrice,913743.91,9.7,Roombo,Sweden,Armenian,720239.74,FALSE
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),Drama,5/29/2003,Skippy Wartnaby,Joella Downage,3784458.07,9.9,Jaxnation,Jordan,Guarani,380521.83,FALSE
71: Into The Fire (Pohwasogeuro),Sci-Fi,10/5/2005,Jephthah Satcher,Codi Butrimovich,5725571.2,9.8,Myworks,Iran,Bambara,426951.02,FALSE
"Southern Yankee, A",Comedy,4/6/2019,Rudie Harken,Hope Mulrean,5877966.77,7.4,Livefish,Greece,Italian,404798.41,FALSE
"Black Room, The",Sci-Fi,5/31/2011,Sergei Garvey,Konstanze Watkiss,2375510.07,9.2,Skyvu,Ukraine,Somali,815903.83,TRUE
"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",Horror,2/3/2020,Zachary Childs,Mariette Evensden,8575948.28,7.4,Lazzy,Russia,Bulgarian,844243.64,FALSE
"Lord of the Rings: The Fellowship of the Ring, The",Comedy,12/9/2006,Elnore Coneybeer,Hyacinthe Adamec,1226965.6,3.1,Eabox,Argentina,Catalan,402282.62,FALSE
"First $20 Million Is Always the Hardest, The",Comedy,6/18/2005,Buddy Andrioni,Wileen Salvati,1077942.4,5.9,Voomm,Russia,Estonian,711801.12,FALSE
Black Venus,Drama,2/20/2002,Shermie Dacca,Ursuline Delap,9958110.66,2.4,Meezzy,China,Avestan,82640.79,FALSE
"Eddy Duchin Story, The",Drama,11/11/2005,Crystie Gives,Les Branson,4392778.82,4.7,Meembee,Honduras,Kanuri,225997.11,TRUE
The Magic Box,Sci-Fi,9/28/2011,Corrine Noddle,Whitney Schleswig-Holstein,4602771.69,5.1,Vinte,China,Walloon,491531.41,TRUE
"Same Love, Same Rain (El mismo amor, la misma lluvia)",Action,8/24/2022,Loy Fronks,Neron Hallmark,8380140.28,0.8,Quatz,Pakistan,Sanskrit,167834.2,TRUE
Panic in the Streets,Action,11/30/2017,Abner Philcock,Griswold Studart,8264281.95,5.4,Bubblemix,Syria,Swahili,844675.96,FALSE
Pokémon the Movie 2000,Action,6/9/2007,Daniele Nozzolii,Orella Ludwikiewicz,3644736.35,1.6,Ailane,Indonesia,Bashkir,621678.21,TRUE
Jauja,Action,7/7/2004,Zack Gulc,Gray Albrooke,6884187.94,2,Jabbersphere,Costa Rica,Tonga (Tonga Islands),705433.68,TRUE
"Unknown Woman, The (Tuntematon emäntä)",Action,3/13/2019,Mortie Beaten,Stefania Gittens,3372942.02,5.6,Tagpad,France,Avaric,462662.68,FALSE
"Shaggy D.A., The",Drama,9/21/2002,Berty Cudmore,Tiffie Dellenbrok,671663.99,3.1,Kare,Morocco,"Greek, Modern (1453-)",711170.53,TRUE
Silentium,Sci-Fi,10/19/2004,Humfried Neesham,Sybilla Richardsson,2380794.11,5.8,Dynabox,Sri Lanka,Rundi,559068.68,FALSE
"Yank in the R.A.F., A",Action,12/28/2018,Alfy Domesday,Jens Walkden,4695852.16,5.9,Dynabox,South Korea,Yoruba,645479.91,TRUE
Casino Royale,Drama,4/6/2016,Cindi Tucsell,Lilia Aspenlon,8474893.04,2.3,Gigashots,Philippines,Northern Sami,954538.02,FALSE
Goyokin,Comedy,7/19/2008,Hillier O'Rafferty,Mikkel O'Cullen,2431225.31,8.2,Skyble,United States,Arabic,112676.73,TRUE
"Wild, Wild Planet (I criminali della galassia)",Drama,8/8/2016,Hercules Ridgley,Albina Sinyard,7226192.63,4,Mita,Indonesia,Albanian,65688.09,FALSE
"Two of Us, The (Le vieil homme et l'enfant)",Action,9/21/2000,Butch Selby,Raddy Trime,218470.48,2.2,Centidel,China,Haitian,132419.53,FALSE
Sleeping Beauty,Drama,6/29/2015,Benn Taber,Ruperta Lanon,1326474.83,9.8,Jaloo,Sweden,Bashkir,458721.83,FALSE
Caught Inside,Comedy,10/30/2020,Ebonee Jamary,Sanders Sircombe,7226159.24,5.5,Edgeblab,Haiti,Kongo,65371.52,FALSE
Passport to Pimlico,Sci-Fi,2/4/2020,Ring Vellender,Gallard See,4803622.7,1.3,Roomm,Kuwait,Divehi,813992.29,TRUE
Bickford Shmeckler's Cool Ideas,Comedy,6/11/2018,Zitella Beavington,Mario Kingswold,1690405.11,7.4,Yadel,China,Divehi,142679.35,FALSE
Gerontophilia,Horror,3/1/2014,Shirl Heindle,Jacquette Furber,7634014.97,5.8,Meeveo,Philippines,Kazakh,907799.62,FALSE
Straight Time,Horror,3/6/2005,Nestor Serot,Marna Turbefield,9583561.21,0.8,Twimm,Peru,Tonga (Tonga Islands),721457.35,FALSE
If Lucy Fell,Drama,11/24/2013,Phillipe Murfill,Germaine Daley,2579335.03,1.6,Voonder,Brazil,Sardinian,58680.1,FALSE
Houdini,Drama,1/11/2010,Audre Axell,Jae Ambrogetti,368002.13,6.1,Gabvine,Tajikistan,Tahitian,412014.81,FALSE
"Scarecrow, The",Horror,3/25/2000,Veradis Arnaldy,Giulietta Guisot,244045.08,1.3,Kazio,Portugal,Inupiaq,220291.49,TRUE
"Spanish Prisoner, The",Comedy,8/11/2021,Ban Patis,Robbie Chesswas,4631779.81,9.6,Katz,Albania,Bulgarian,567219,FALSE
Olympian Holiday (Loma) ,Action,3/3/2013,Hadrian Rubenovic,Wilt Vaulkhard,1250297.25,5.4,Myworks,Argentina,Indonesian,484225.96,FALSE
Easy Money 2 (Snabba cash II),Horror,1/10/2005,Ernestine Shiril,Buck Kezar,9725787.7,7.3,Roodel,Indonesia,Navajo,847050.71,FALSE
Hellsinki (Rööperi),Comedy,7/10/2010,Gabi Semple,Bo Hayth,8813328.19,5.7,Gevee,Armenia,Oromo,515212.37,TRUE
Beautiful Ohio,Sci-Fi,6/24/2009,Nike Cejka,Lisbeth Maddie,7913217.05,4.7,Thoughtworks,China,Slovenian,338284.49,FALSE
For Ever Mozart,Action,6/14/2001,Osbert Osbidston,Selia Pine,3685972.21,4.9,Voonix,Indonesia,Walloon,435996.38,TRUE
Captain Midnight,Comedy,4/14/2022,Verile Gonzales,Marcela Wagg,9418840.18,6.1,Dabtype,Poland,Cree,940278.66,FALSE
Crossing the Bridge: The Sound of Istanbul,Comedy,12/27/2002,Colly Staddom,Grayce Witch,984162.14,8.1,Eire,Indonesia,Abkhazian,186418.13,TRUE
Two for the Seesaw,Horror,9/28/2011,Suzi Dalgarnowch,Lacee Helstrip,5576233.9,9,Dabfeed,Czech Republic,Tahitian,692828.58,TRUE
Big Miracle,Comedy,4/17/2004,Gisela Deeble,Darwin Gonsalo,7944160.36,5.8,Kazu,China,Korean,762580.4,FALSE
ParaNorman,Drama,11/20/2020,Carilyn Benner,Terence Bickell,9914697.57,6.9,Innojam,Portugal,Tibetan,787937.35,FALSE
American Pie Presents: The Book of Love (American Pie 7: The Book of Love),Horror,1/14/2008,Lelah Cushe,Odey Girone,9110681.5,9.9,Edgeclub,Indonesia,Serbian,675060.95,FALSE
"Tall Blond Man with One Black Shoe, The (Le grand blond avec une chaussure noire)",Sci-Fi,12/20/2015,Donni Voden,Merrile Casburn,7895168.94,2.5,Mudo,Poland,Polish,511344.41,TRUE
"Baby, The",Comedy,1/23/2014,Channa Ellens,Laetitia Yuryev,8075745.43,5,Fatz,Norway,Amharic,946569.79,TRUE
Street Kings,Sci-Fi,5/25/2003,Nolly Pashan,Juana Drohan,3390244.39,3.9,Photojam,Indonesia,Kuanyama,638466.52,TRUE
Lady for a Day,Sci-Fi,7/30/2010,Othelia Tales,Dorris Fowler,3942624.36,1.1,Zoovu,Morocco,Ojibwa,66413.38,TRUE
"Last Bolshevik, The (Tombeau d'Alexandre, Le)",Drama,10/4/2021,Byrle Johnes,Hanny Hackworthy,2433466.18,5.9,Oyoyo,France,Kuanyama,811046.04,FALSE
Fubar,Horror,12/20/2014,Sadella Ratt,Erwin Pristnor,5616467.1,0.7,Topicshots,Russia,Interlingue,931266.92,TRUE
Patrice O'Neal: Elephant in the Room,Horror,6/23/2003,Aurie Sexton,Trish Cartin,4902782.58,9.1,Thoughtsphere,Ukraine,Inupiaq,443474.59,FALSE
Switch,Horror,5/19/2012,Barnebas Bielefeld,Dilan Jayume,1403413.36,9.8,Katz,China,Georgian,281344.42,FALSE
"Kennedys, The",Horror,4/24/2007,Sashenka O'Halloran,Caitlin Quilligan,5537768.63,0.9,Fivespan,Poland,Ganda,999031.68,TRUE
Two Drifters (Odete),Horror,1/16/2007,Jacklin Webermann,Halette Rase,5801615.65,8.9,Photospace,Japan,Cree,289229.74,TRUE
"Dukes of Hazzard, The",Action,9/6/2020,Barty Jakubovitch,Kellie Brandino,3595826.57,1.1,Innojam,China,Avaric,272363.32,TRUE
Sinister,Drama,1/1/2010,Megan Banfield,Stacy Bellin,2160935.95,9.5,Fatz,Mali,Luba-Katanga,862479.34,TRUE
Silent Light (Stellet licht),Horror,11/29/2022,Dulcia Jeavons,Shea Darville,158704.57,2.4,Omba,China,Oromo,364642.56,TRUE
Havoc,Action,12/9/2012,Berk Kemer,Alexina Skudder,2321571.92,1.2,Kaymbo,Russia,Bislama,585770.76,TRUE
Bilitis,Comedy,1/9/2009,Vaclav Orford,Enrika Coleyshaw,4502029.81,1.4,Rhyloo,China,Ganda,726628.86,TRUE
Love at First Fight,Action,6/27/2017,Quintin Lewsie,Dode Robberecht,8194001.18,2.8,Fadeo,Vietnam,Nepali,104209.09,FALSE
Nim's Island,Drama,2/20/2019,Ophelia Reppaport,Odille Spaldin,2620276.74,2.8,Muxo,Colombia,Cornish,683990.52,TRUE
New Kids Turbo,Action,11/3/2007,Pablo MacNucator,Lonnard Sheldrick,8755740.17,3.7,Yakitri,China,Hebrew,35512.95,TRUE
Four Sahibjade,Drama,2/7/2005,Kiel Melledy,Bobette Gingold,7027631.97,5.6,Shufflebeat,Philippines,English,853755.44,TRUE
Tropical Fish (Re dai yu),Sci-Fi,3/21/2019,Lottie Waistell,Val Freemantle,7505207.51,4.5,Centimia,Russia,Cornish,24285.9,FALSE
Butterflies Have No Memories,Sci-Fi,12/27/2022,Antonetta Issacoff,Stanford Worden,937768.8,9,Lajo,Mexico,Sundanese,261317.95,FALSE
Castle on the Hudson,Sci-Fi,3/9/2022,Caressa Devine,Cristabel Frail,930357.01,3.8,Skynoodle,Indonesia,Kashmiri,555833.18,TRUE
Braveheart,Action,12/27/2000,Mathias Ellum,Noel Meddows,499924.12,9.7,Teklist,United States,Chichewa,851543.03,TRUE
"Spy Who Came in from the Cold, The",Drama,8/29/2022,Lilia Bourgour,Harp Eplett,3257886.16,1.5,Twitternation,Philippines,German,803740.21,FALSE
Apartment for Peggy,Sci-Fi,1/1/2019,Mel Durbridge,Burnard Glasman,4080854.37,5,Jetwire,Russia,Divehi,472411.38,TRUE
"Bear, The (Ours, L')",Drama,8/28/2013,Haleigh Whitely,Avrit Drohun,4204645.19,4.7,Dynabox,Japan,Pali,870650.12,TRUE
13 Beloved (13 game sayawng),Action,11/6/2016,Barr Yegorshin,L;urette Upstell,2477726.23,4.8,Quinu,France,Lingala,557918.96,FALSE
Things You Can Tell Just by Looking at Her,Drama,7/19/2001,Feodor Reicharz,Huntington Haucke,2893928.25,1.2,Zoonoodle,Czech Republic,Marshallese,114992.79,TRUE
Iria: Zeiram the Animation ,Horror,6/8/2015,Vanni Peacham,Penn Chaise,483642.68,6.4,Avavee,Indonesia,Bislama,881714.19,TRUE
Beowulf,Drama,8/30/2009,Kerry Matura,Benjie Coggen,1081884.31,4.8,Avavee,Israel,Norwegian Nynorsk,509499.02,TRUE
Snake and Crane Arts of Shaolin (She hao ba bu),Sci-Fi,4/24/2008,Lois Filipson,Andrei Leaman,8047468.52,5.3,Buzzdog,Portugal,Luba-Katanga,551892.25,FALSE
Howling IV: The Original Nightmare,Horror,6/1/2007,Gerardo Umpleby,Ingeborg Trigg,7960139.49,1.4,Skajo,Russia,Czech,315919,FALSE
Bartleby,Drama,1/7/2013,Findley Renfree,Eve Lamas,9858385.18,8.7,Quinu,France,Ganda,678035.92,FALSE
Kisses for My President,Drama,3/28/2011,Brody MacGaughey,Sadye Pryer,4074222.98,8.6,Meejo,Uzbekistan,Kurdish,610927.1,FALSE
Loners (Samotári),Sci-Fi,10/11/2001,Jessika De Brett,Zebulen Oloshkin,7695051.2,0.4,Livepath,Philippines,Tagalog,984800.52,TRUE
"Living and the Dead, The",Action,5/21/2006,Greta Scowcroft,Randi Pedder,8909214.39,5.8,Rhyloo,Philippines,"Bokmål, Norwegian",79785.45,TRUE
Hannah Arendt,Sci-Fi,2/3/2015,Darryl Briscoe,Lynett Harlin,5314272.52,3.9,Realblab,Indonesia,Ukrainian,471122.43,TRUE
Figures in a Landscape,Action,7/29/2016,Ernesta O'Currigan,Carlye Saterweyte,7495940.45,3.8,Zoombox,Brazil,Bashkir,776887.36,TRUE
Snow on Tha Bluff,Comedy,9/7/2013,Ashton Ianilli,Terza Burthom,9287543.82,3.3,Fanoodle,Portugal,Finnish,838240.13,FALSE
Haider,Sci-Fi,10/5/2006,Thibaut Vigrass,Lev Weatherburn,6083547.14,4.8,Yata,Poland,Yiddish,219995.1,FALSE
Corman's World: Exploits of a Hollywood Rebel,Drama,5/18/2011,Quintus Radsdale,Marissa Ricardot,3448365.53,1.7,Npath,Argentina,French,600402.33,FALSE
K.G. (Karate Girl),Comedy,5/29/2001,Lynea Vido,Raoul Klazenga,4965051.2,7.2,Youopia,Indonesia,Ojibwa,384733.92,FALSE
Hands on a Hard Body,Sci-Fi,6/30/2008,Gavrielle Woloschin,Wittie Twigge,357874.07,0.9,Vinte,Pakistan,Zhuang,171976.86,FALSE
Prisoner of the Mountains (Kavkazsky plennik),Sci-Fi,3/23/2017,Garnette Schutter,Fiann Guiel,789187.44,1.5,Linktype,Indonesia,"Ndebele, South",74983.51,TRUE
